Spectrum,Nutrient,Concentration,RawIntensity,NormIntensity,File
976.2894,SCINUS-glutaMate,0.02,346.2929357683,17314.646788415,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
978.2977,SCINUS-glutaMate,0.02,422.0398877757,21101.994388785,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
980.3053,SCINUS-glutaMate,0.02,514.5201482790,25726.007413949996,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
982.3123,SCINUS-glutaMate,0.02,527.6894881874,26384.47440937,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
984.3185,SCINUS-glutaMate,0.02,554.1167479559,27705.837397795,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
986.324,SCINUS-glutaMate,0.02,444.1865114003,22209.325570015,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
988.3288,SCINUS-glutaMate,0.02,458.5409006013,22927.045030065,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
990.3329,SCINUS-glutaMate,0.02,441.6560860198,22082.80430099,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
992.3363,SCINUS-glutaMate,0.02,366.1171177871,18305.855889355,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
994.3391,SCINUS-glutaMate,0.02,472.2150419626,23610.75209813,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
996.3411,SCINUS-glutaMate,0.02,451.2748655800,22563.743279,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
998.3424,SCINUS-glutaMate,0.02,548.6455404219,27432.277021095,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1000.343,SCINUS-glutaMate,0.02,710.6278739708,35531.39369854,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1002.3429,SCINUS-glutaMate,0.02,901.6948266417,45084.741332085,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1004.3421,SCINUS-glutaMate,0.02,990.9543094457,49547.715472285,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1006.3406,SCINUS-glutaMate,0.02,890.7833074439,44539.165372195,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1008.3384,SCINUS-glutaMate,0.02,763.9342477752,38196.712388759996,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1010.3355,SCINUS-glutaMate,0.02,710.7719469694,35538.59734847,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1012.3318,SCINUS-glutaMate,0.02,606.1205324252,30306.026621260004,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1014.3275,SCINUS-glutaMate,0.02,643.7841586780,32189.2079339,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1016.3225,SCINUS-glutaMate,0.02,676.2617315679,33813.086578395,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1018.3168,SCINUS-glutaMate,0.02,537.0067134863,26850.335674315,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1020.3103,SCINUS-glutaMate,0.02,432.2835158716,21614.17579358,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1022.3032,SCINUS-glutaMate,0.02,339.9080765547,16995.403827735,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1024.2953,SCINUS-glutaMate,0.02,262.9629906439,13148.149532195,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1026.2868,SCINUS-glutaMate,0.02,229.8464112019,11492.320560095,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1028.2775,SCINUS-glutaMate,0.02,210.2822061851,10514.110309255,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1030.2676,SCINUS-glutaMate,0.02,152.6223824483,7631.119122414999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1032.2569,SCINUS-glutaMate,0.02,182.4192306182,9120.96153091,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1034.2455,SCINUS-glutaMate,0.02,109.5962898178,5479.814490889999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1036.2334,SCINUS-glutaMate,0.02,74.3486208736,3717.4310436799997,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1038.2206,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1040.2071,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1042.1929,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1044.178,SCINUS-glutaMate,0.02,23.3426686189,1167.1334309449999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1046.1624,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1048.146,SCINUS-glutaMate,0.02,52.6652726282,2633.26363141,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1050.129,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1052.1112,SCINUS-glutaMate,0.02,18.5575731203,927.8786560149999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1054.0928,SCINUS-glutaMate,0.02,0.0000000000,0,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1056.0736,SCINUS-glutaMate,0.02,25.7001678462,1285.0083923099999,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
1058.0537,SCINUS-glutaMate,0.02,31.3659527088,1568.2976354399998,COR-glutaMate-0.02gL-SCINUS-10sx10-450mW.txt
