Spectrum,Nutrient,Concentration,Intensity,File
3079.8243,Solution-Glutamine,0.04,982.8232731672,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3080.8428,Solution-Glutamine,0.04,1043.2816007383,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3081.8607,Solution-Glutamine,0.04,1068.2018131222,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3082.878,Solution-Glutamine,0.04,1072.3133863660,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3083.8947,Solution-Glutamine,0.04,1112.0368949296,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3084.9107,Solution-Glutamine,0.04,1107.9695524783,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3085.9261,Solution-Glutamine,0.04,1108.3080777290,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3086.9408,Solution-Glutamine,0.04,1195.3540431995,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3087.9549,Solution-Glutamine,0.04,1196.5416938575,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3088.9684,Solution-Glutamine,0.04,1235.5960256263,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3089.9813,Solution-Glutamine,0.04,1265.0045170484,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3090.9935,Solution-Glutamine,0.04,1300.5834070218,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3092.0051,Solution-Glutamine,0.04,1323.5943718933,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3093.016,Solution-Glutamine,0.04,1325.9795623682,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3094.0264,Solution-Glutamine,0.04,1345.0447284434,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3095.0361,Solution-Glutamine,0.04,1366.8523280510,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3096.0451,Solution-Glutamine,0.04,1301.8534047902,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3097.0535,Solution-Glutamine,0.04,1363.1803013239,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3098.0613,Solution-Glutamine,0.04,1406.1770061951,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3099.0685,Solution-Glutamine,0.04,1476.2606075202,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3100.075,Solution-Glutamine,0.04,1455.8164811366,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3101.0809,Solution-Glutamine,0.04,1533.3765678232,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3102.0862,Solution-Glutamine,0.04,1510.4192774862,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3103.0909,Solution-Glutamine,0.04,1534.7062709880,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3104.0949,Solution-Glutamine,0.04,1606.1671339483,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3105.0983,Solution-Glutamine,0.04,1593.2839495138,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3106.101,Solution-Glutamine,0.04,1635.7955813281,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3107.1031,Solution-Glutamine,0.04,1646.7359174952,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3108.1046,Solution-Glutamine,0.04,1666.6481601332,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3109.1055,Solution-Glutamine,0.04,1704.6402483547,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3110.1057,Solution-Glutamine,0.04,1701.1601893058,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3111.1053,Solution-Glutamine,0.04,1725.5063049120,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3112.1043,Solution-Glutamine,0.04,1778.8792621783,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3113.1026,Solution-Glutamine,0.04,1794.2892768228,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3114.1003,Solution-Glutamine,0.04,1878.1947573426,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3115.0974,Solution-Glutamine,0.04,1836.4388404659,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3116.0938,Solution-Glutamine,0.04,1887.9132498639,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3117.0896,Solution-Glutamine,0.04,1902.7015200351,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3118.0848,Solution-Glutamine,0.04,1987.9015141608,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3119.0794,Solution-Glutamine,0.04,1956.9148833554,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3120.0733,Solution-Glutamine,0.04,1967.9771941074,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3121.0666,Solution-Glutamine,0.04,1941.8425369589,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3122.0593,Solution-Glutamine,0.04,2033.0731834025,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3123.0513,Solution-Glutamine,0.04,1957.3072859676,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3124.0427,Solution-Glutamine,0.04,2131.2214549147,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3125.0335,Solution-Glutamine,0.04,2124.6759788185,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3126.0237,Solution-Glutamine,0.04,2119.7125283676,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3127.0132,Solution-Glutamine,0.04,2128.5101311073,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3128.0021,Solution-Glutamine,0.04,2154.6956081202,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3128.9904,Solution-Glutamine,0.04,2197.1014310301,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3129.978,Solution-Glutamine,0.04,2232.6534267074,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3130.965,Solution-Glutamine,0.04,2232.5016442430,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3131.9514,Solution-Glutamine,0.04,2228.6364155942,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3132.9372,Solution-Glutamine,0.04,2245.4008311575,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3133.9223,Solution-Glutamine,0.04,2299.1444501543,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3134.9068,Solution-Glutamine,0.04,2369.4402135956,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3135.8907,Solution-Glutamine,0.04,2305.2508463121,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3136.8739,Solution-Glutamine,0.04,2372.2871328707,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3137.8565,Solution-Glutamine,0.04,2416.5054212145,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3138.8385,Solution-Glutamine,0.04,2503.8381242393,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3139.8199,Solution-Glutamine,0.04,2459.2055795975,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3140.8006,Solution-Glutamine,0.04,2457.8798075198,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3141.7807,Solution-Glutamine,0.04,2545.5792256466,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3142.7602,Solution-Glutamine,0.04,2562.1509389391,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3143.739,Solution-Glutamine,0.04,2576.3617107454,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3144.7173,Solution-Glutamine,0.04,2662.3213141658,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3145.6949,Solution-Glutamine,0.04,2602.8077752832,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3146.6718,Solution-Glutamine,0.04,2654.5165692979,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3147.6482,Solution-Glutamine,0.04,2746.7095087979,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3148.6239,Solution-Glutamine,0.04,2768.1299375611,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3149.599,Solution-Glutamine,0.04,2796.0077176504,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3150.5735,Solution-Glutamine,0.04,2765.7837635433,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3151.5473,Solution-Glutamine,0.04,2670.0618563417,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3152.5205,Solution-Glutamine,0.04,2932.8806973275,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3153.4931,Solution-Glutamine,0.04,2865.0545393229,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3154.4651,Solution-Glutamine,0.04,2934.5978664009,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3155.4364,Solution-Glutamine,0.04,2915.5951299476,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3156.4071,Solution-Glutamine,0.04,2995.5939615801,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3157.3772,Solution-Glutamine,0.04,2969.6056809144,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3158.3467,Solution-Glutamine,0.04,3006.7025541554,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3159.3155,Solution-Glutamine,0.04,3044.4797287088,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3160.2837,Solution-Glutamine,0.04,3090.3427812539,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3161.2513,Solution-Glutamine,0.04,3113.1258689107,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3162.2182,Solution-Glutamine,0.04,3225.6174581341,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3163.1846,Solution-Glutamine,0.04,3182.0279336365,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3164.1503,Solution-Glutamine,0.04,3182.3938678619,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3165.1153,Solution-Glutamine,0.04,3238.6454591028,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3166.0798,Solution-Glutamine,0.04,3296.9705309629,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3167.0436,Solution-Glutamine,0.04,3309.0119058004,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3168.0068,Solution-Glutamine,0.04,3310.0058804107,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3168.9694,Solution-Glutamine,0.04,3354.0694208883,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3169.9314,Solution-Glutamine,0.04,3402.9391766932,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3170.8927,Solution-Glutamine,0.04,3377.5123464303,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3171.8534,Solution-Glutamine,0.04,3404.7180155943,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3172.8135,Solution-Glutamine,0.04,3428.6446645114,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3173.773,Solution-Glutamine,0.04,3418.6123157295,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3174.7318,Solution-Glutamine,0.04,3405.1423566782,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3175.69,Solution-Glutamine,0.04,3430.1930525981,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3176.6476,Solution-Glutamine,0.04,3408.7542431313,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3177.6046,Solution-Glutamine,0.04,3452.7322724210,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3178.5609,Solution-Glutamine,0.04,3457.3318417931,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3179.5166,Solution-Glutamine,0.04,3488.1193600642,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3180.4717,Solution-Glutamine,0.04,3439.3816034887,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3181.4262,Solution-Glutamine,0.04,3520.4822008344,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3182.38,Solution-Glutamine,0.04,3473.6168821393,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3183.3332,Solution-Glutamine,0.04,3481.4780723251,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3184.2858,Solution-Glutamine,0.04,3472.4147140561,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3185.2378,Solution-Glutamine,0.04,3474.4880562274,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3186.1892,Solution-Glutamine,0.04,3512.0424434562,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3187.1399,Solution-Glutamine,0.04,3555.3789581623,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3188.09,Solution-Glutamine,0.04,3555.6275886934,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3189.0395,Solution-Glutamine,0.04,3602.1366293096,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3189.9883,Solution-Glutamine,0.04,3675.5725510356,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3190.9366,Solution-Glutamine,0.04,3711.5867021431,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3191.8842,Solution-Glutamine,0.04,3646.7859625889,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3192.8312,Solution-Glutamine,0.04,3740.8136521154,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3193.7776,Solution-Glutamine,0.04,3716.4245697076,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3194.7233,Solution-Glutamine,0.04,3715.1650436066,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3195.6684,Solution-Glutamine,0.04,3660.8800141471,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3196.6129,Solution-Glutamine,0.04,3699.9774999108,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3197.5568,Solution-Glutamine,0.04,3607.4868884740,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3198.5001,Solution-Glutamine,0.04,3661.7750070337,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3199.4427,Solution-Glutamine,0.04,3612.3437678968,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3200.3847,Solution-Glutamine,0.04,3624.2707677391,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3201.3261,Solution-Glutamine,0.04,3628.9759587137,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3202.2669,Solution-Glutamine,0.04,3555.2409021885,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3203.2071,Solution-Glutamine,0.04,3596.0171389003,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3212.5744,Solution-Glutamine,0.04,3514.9986474550,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3213.5077,Solution-Glutamine,0.04,3564.6950951774,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3214.4404,Solution-Glutamine,0.04,3533.5056191585,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3215.3725,Solution-Glutamine,0.04,3586.1506270770,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3216.304,Solution-Glutamine,0.04,3543.5492702674,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3217.2348,Solution-Glutamine,0.04,3544.2759368973,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3218.165,Solution-Glutamine,0.04,3530.6880728035,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3219.0946,Solution-Glutamine,0.04,3540.5679401070,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3220.0236,Solution-Glutamine,0.04,3456.1993235941,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3220.9519,Solution-Glutamine,0.04,3505.7377879321,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3221.8797,Solution-Glutamine,0.04,3547.7257195303,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3222.8068,Solution-Glutamine,0.04,3452.5615985390,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3223.7333,Solution-Glutamine,0.04,3580.3171074636,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3224.6592,Solution-Glutamine,0.04,3599.7727828112,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3225.5844,Solution-Glutamine,0.04,3545.5911279675,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3226.5091,Solution-Glutamine,0.04,3442.7447977126,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3227.4331,Solution-Glutamine,0.04,3426.0445819637,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3228.3565,Solution-Glutamine,0.04,3408.5001936815,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3229.2793,Solution-Glutamine,0.04,3363.1595846960,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3230.2014,Solution-Glutamine,0.04,3259.4606499005,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3231.123,Solution-Glutamine,0.04,3192.8968216786,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3232.0439,Solution-Glutamine,0.04,3173.1332523634,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3232.9642,Solution-Glutamine,0.04,3100.3867590157,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3233.8839,Solution-Glutamine,0.04,3060.3659692458,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3234.8029,Solution-Glutamine,0.04,3047.3179069524,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3235.7214,Solution-Glutamine,0.04,2991.9398212345,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3236.6392,Solution-Glutamine,0.04,2958.7260756010,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3237.5564,Solution-Glutamine,0.04,2850.5978469077,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3238.473,Solution-Glutamine,0.04,2860.6351831854,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3239.389,Solution-Glutamine,0.04,2874.8524417996,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3240.3044,Solution-Glutamine,0.04,2759.2004505661,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3241.2191,Solution-Glutamine,0.04,2760.6392091930,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3242.1332,Solution-Glutamine,0.04,2770.9749930993,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3243.0467,Solution-Glutamine,0.04,2709.8290283780,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3243.9596,Solution-Glutamine,0.04,2721.8346157562,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3244.8718,Solution-Glutamine,0.04,2617.9923414158,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3245.7835,Solution-Glutamine,0.04,2603.5482975026,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3246.6945,Solution-Glutamine,0.04,2570.8294547677,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3247.6049,Solution-Glutamine,0.04,2560.7637057052,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3248.5147,Solution-Glutamine,0.04,2606.4630943321,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3249.4239,Solution-Glutamine,0.04,2678.1949150483,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3250.3325,Solution-Glutamine,0.04,2787.8889197270,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3251.2404,Solution-Glutamine,0.04,2849.9879190815,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3252.1477,Solution-Glutamine,0.04,2752.4344116240,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3253.0544,Solution-Glutamine,0.04,2629.3977017762,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3253.9605,Solution-Glutamine,0.04,2535.1729166121,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3254.866,Solution-Glutamine,0.04,2338.4454795788,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3255.7708,Solution-Glutamine,0.04,2284.1422633852,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3256.6751,Solution-Glutamine,0.04,2125.4048458012,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3257.5787,Solution-Glutamine,0.04,2099.9773299146,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3258.4817,Solution-Glutamine,0.04,1898.2852695124,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3259.3841,Solution-Glutamine,0.04,1893.1242584670,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3260.2858,Solution-Glutamine,0.04,1814.1337203844,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3261.187,Solution-Glutamine,0.04,1628.1144449128,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3262.0875,Solution-Glutamine,0.04,1564.0914852634,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3262.9874,Solution-Glutamine,0.04,1497.9059561989,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3263.8867,Solution-Glutamine,0.04,1444.7252937540,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3264.7854,Solution-Glutamine,0.04,1340.4452945071,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3265.6835,Solution-Glutamine,0.04,1213.5695844578,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3266.581,Solution-Glutamine,0.04,1152.8372721646,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3267.4778,Solution-Glutamine,0.04,1043.3280546725,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3268.374,Solution-Glutamine,0.04,989.4717424955,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3269.2696,Solution-Glutamine,0.04,847.0141645407,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3270.1646,Solution-Glutamine,0.04,842.9559389319,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3271.059,Solution-Glutamine,0.04,677.0479889326,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3271.9527,Solution-Glutamine,0.04,573.3898285735,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3272.8459,Solution-Glutamine,0.04,518.6650943186,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3273.7384,Solution-Glutamine,0.04,367.2489515234,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3274.6303,Solution-Glutamine,0.04,275.3670352112,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3275.5216,Solution-Glutamine,0.04,209.8385706057,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3276.4123,Solution-Glutamine,0.04,0.0000000000,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3277.3023,Solution-Glutamine,0.04,45.5531189373,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
3278.1918,Solution-Glutamine,0.04,0.0000000000,COR-Glutamine-0.04-SCINUS-10sx10-450mW.txt
780.2846,Solution-Glutamine,0.06,-0.0000000000,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
782.3585,Solution-Glutamine,0.06,-0.0000000000,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
784.4317,Solution-Glutamine,0.06,0.0000000000,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
786.5042,Solution-Glutamine,0.06,0.0000000001,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
788.5761,Solution-Glutamine,0.06,0.0000000000,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
790.6473,Solution-Glutamine,0.06,73.6413356189,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
792.7179,Solution-Glutamine,0.06,48.3366898109,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
794.7878,Solution-Glutamine,0.06,-0.0000000000,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
796.857,Solution-Glutamine,0.06,146.3500112912,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
798.9255,Solution-Glutamine,0.06,82.5354233570,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
800.9934,Solution-Glutamine,0.06,46.2692120213,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
803.0606,Solution-Glutamine,0.06,112.5662800804,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
805.1272,Solution-Glutamine,0.06,138.4112282056,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
807.193,Solution-Glutamine,0.06,184.9374398251,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
809.2582,Solution-Glutamine,0.06,166.5840235380,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
811.3228,Solution-Glutamine,0.06,272.9842609118,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
813.3866,Solution-Glutamine,0.06,270.4053045023,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
815.4498,Solution-Glutamine,0.06,312.9740175841,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
817.5123,Solution-Glutamine,0.06,332.3576537211,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
819.5742,Solution-Glutamine,0.06,316.6934985286,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
821.6354,Solution-Glutamine,0.06,337.0334116579,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
823.6959,Solution-Glutamine,0.06,303.1897910239,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
825.7557,Solution-Glutamine,0.06,282.8817873168,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
827.8149,Solution-Glutamine,0.06,389.3913730717,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
829.8733,Solution-Glutamine,0.06,272.1216572576,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
831.9311,Solution-Glutamine,0.06,362.9502519138,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
833.9883,Solution-Glutamine,0.06,292.2437373916,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
836.0447,Solution-Glutamine,0.06,244.6986657168,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
838.1005,Solution-Glutamine,0.06,296.6182417919,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
840.1556,Solution-Glutamine,0.06,265.1511490031,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
842.2101,Solution-Glutamine,0.06,302.4937030838,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
844.2638,Solution-Glutamine,0.06,274.2720039009,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
846.3169,Solution-Glutamine,0.06,341.0427393619,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
848.3693,Solution-Glutamine,0.06,275.3899790221,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
850.421,Solution-Glutamine,0.06,264.9500580405,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
852.4721,Solution-Glutamine,0.06,258.0643229005,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
854.5224,Solution-Glutamine,0.06,275.7177978501,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
856.5721,Solution-Glutamine,0.06,226.8707516778,COR-Glutamine-0.06-SCINUS-10sx10-450mW.txt
