Spectrum,Nutrient,Concentration,Intensity,File
1173.6144,D1-CNR-Glucose,10.1,0.0000000000,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1175.5514,D1-CNR-Glucose,10.1,59.2151148373,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1177.4878,D1-CNR-Glucose,10.1,0.0000000000,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1179.4234,D1-CNR-Glucose,10.1,10.0603707939,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1181.3583,D1-CNR-Glucose,10.1,39.6048229918,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1183.2924,D1-CNR-Glucose,10.1,0.0000000000,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1185.2259,D1-CNR-Glucose,10.1,28.0598966604,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1187.1586,D1-CNR-Glucose,10.1,21.5507173106,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1189.0906,D1-CNR-Glucose,10.1,16.2000409271,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1191.0218,D1-CNR-Glucose,10.1,4.4566647882,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1192.9524,D1-CNR-Glucose,10.1,67.8293459985,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1194.8822,D1-CNR-Glucose,10.1,34.9889378474,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1196.8113,D1-CNR-Glucose,10.1,74.9399246730,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1198.7396,D1-CNR-Glucose,10.1,110.5074252066,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1200.6673,D1-CNR-Glucose,10.1,166.8900516160,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1202.5942,D1-CNR-Glucose,10.1,107.1438258662,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1204.5203,D1-CNR-Glucose,10.1,137.4169215245,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1206.4458,D1-CNR-Glucose,10.1,101.5113115305,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1208.3705,D1-CNR-Glucose,10.1,75.6646163701,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1210.2945,D1-CNR-Glucose,10.1,69.4375537741,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1212.2178,D1-CNR-Glucose,10.1,59.4942852963,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1214.1403,D1-CNR-Glucose,10.1,13.3729531328,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1216.0621,D1-CNR-Glucose,10.1,7.0052232181,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1217.9832,D1-CNR-Glucose,10.1,0.0000000000,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1219.9036,D1-CNR-Glucose,10.1,16.7526277555,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1221.8232,D1-CNR-Glucose,10.1,13.4000319598,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1223.7421,D1-CNR-Glucose,10.1,14.6806188486,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
1225.6603,D1-CNR-Glucose,10.1,1.0275361964,COR-D1-CNR-Glucose-10.1gL-10sx10-450mW.txt
